Tweets,Label
Lek fi LU bl soura it says enno mndal nendob 7azzna,neuroticism
Chou??? Ma fi bad things happening el layle?? ,Openness
Enno kif 😍😍😍😍😍 #theloveofmylife #GeneralMichelAoun #theloveofmylife #GeneralMichelAoun,Openness
Ya wayle chu helo l goal #france #spain @KarimFKhanafer #france #spain,Agreeableness
@najwakaram #JudgeNajwa ye5reb 3a2lik chou lebe2liiik #JudgeNajwa,Agreeableness
Hayda Lebanon 🇱🇧 kel shi fee magic 😂 ,Openness
@JanaMhamad hahahha ana taba3e gharibee :$ma fi ktir 3emlin menna ;),extraversion
@hiba_khalil1 hahaha tb ma howe ktr helo w hek :p hahaha,Agreeableness
@maximkhalil1 happy birthday ya ajmal moumassel maxim khalil...kelak ehssess w temssilak bi2asser fina ...w jamelak w kel chi fik helo,Agreeableness
@Riita8 @andrea_lian helo 3ane :p,neuroticism
kobe w bento ma byestehalo 3anjad z3let,neuroticism
Ufffff uffff la hayda esmo goalll hattrickk ronaldooo,Agreeableness
@nicolasmezher ana ktr z3elet 3ali 3m t3mlo ma3 rim bs bidal temsilak helo w moudhech :),Agreeableness
@lateef3abboud ahla w sahla bl abboud next week my parents go down to beirut betsir l a3de hon ;),extraversion
@NawalElZoghbi da5il hadamtik mwah ♥ 3am no3tash ktir ya nawaaaaal,extraversion
La2 helo ktiiiiiiiiiiiiiiiir l shab !!!! #ctrop #ctrop,Agreeableness
Hayda twitter mich site porno habibe ok? Bs balke ma kente 3erfa eno kermelik ya3ne,Conscientiousness 
La2 wloo ASOT600 ken bi beirut w ba3don bel nrj music tour? :|,neuroticism
@hazoon2014 heheheheheheh hazzooonnntehhh kifik ya ahlaaa benet 3andeh yeha wli bhebba ktir w baddeh ta3miya mloukhiyehh,Agreeableness
@TarekTamo eh ana chwei nezlet dame3te kamen,Openness
L memes yale 3am yetla3o halla2 are out of this world. Te3it l nammoura 2ateltne 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Openness
@krystellefreiha mbeyin ktir bt 7ebbe l Kleb ya bent😂,Openness
Akiiid😁😁 ,extraversion
@Marwan_BFD @dankarz @MhamadDankar @AdhamArslan eza hada sa2al 3an lshabe kilo busy bl whatsapp,neuroticism
“@rheabamo: Ktir habbet kif bi aldoo😂👅”@sarah_zakhour btetzakkare?😂,extraversion
@AlissarHelou guess sho bda l3bet shedee hkit ma3 maya w yahie jeyee!! #Beirut #friends #Beirut #friends,extraversion
ok ma sme3et l lyrics ktir bas aam behke production wise i like it,Agreeableness
@wakanou_ Bass la ma3loumetik ma kenet 3am defi3 3al benet literally ma ba3refa bass kenet 3am 7awil wassilik fekrit enno el diaspora lezim ysedo ni3on iza 3andon shi y2oulo dod el thawra bass heik,Conscientiousness 
Ma fi ryeha,neuroticism
@melbardisi1 @mariezr04 @62Roses @kayal40 @wardh_881 @SoonaMaatouk waw waw,Agreeableness
Ktir khayfe chouf 3alemte,neuroticism
@SandyyHANNA eltellik chou baddik bhal machrou3 😌,Conscientiousness 
Wtf chou sar?,neuroticism
@ClementHakim helo el tafe2ol ;):p,Agreeableness
Hayda tayar lnaser wil 7ak 2alah ye7mikon w ye7me sit lkel,Agreeableness
Mashrou' Leila 3ala Hayda Hake el layle  😻,Agreeableness
May shop la kel sabiy3h bethess hala fashionista :p beirut rue hotel bristol @maybsat111,Openness
Chou wa3ene ana(?),neuroticism
@JenniferRahmeh lah m l helo eno mch hwe b sou2 hada b sou2 3anoo,extraversion
@FaridaZeinaty hahaha chou m3asbe menno:p,neuroticism
Lk lyom chft chi chaben ktir hlwin w knt lbse clown w 3achiye chft aktr mn 3 chabeb hlwinnn w knt lebse chabbb B2tulll haleee?!ðŸ™„,neuroticism
Ta3e ana w yeke na3mello video Haram he's cute w twitter bale bizahe2,Openness
@RechdanNour yii ana bheb hal soura,Agreeableness
Okhti msafra w ha3mel haflaaa,extraversion
allah yestor chou rah tal3o arar,neuroticism
@MichelleRomanos HAHAHHAHAHAHAHHAHA thank you thank you btw di3ayet fadi r3aydi chou zakkaretne fikeee😂😂😂😂😂btw chta2nelik,Openness
@rania_elkhatib mazel mamnou3 tkebbeh war2a 3al ared w fi mahalet bas lal aneneh w l3ando i3aka honik mich ma32oul chou byehtamo fi,Conscientiousness 
#WhyIloveGhada yiii nsit sara7tik ktir 7ilwii w awyii .dalik heik ghodghod 7abibi #WhyIloveGhada,Agreeableness
@maleksharif plz s2alo shou ra2yo bl shebeb yelle darabou l 3alam bl wassat Beirut w yelle 2awas b zalka,neuroticism
@Mostaphaki @lollanasser2 @ellananoss @rama_ajram @tayemooriya Salmmtek Lama,Agreeableness
@Yara_berberi @ghanemeddy nhnaa mjenin chwe la2 ktirðŸ˜‚ bss enoo haram maa nchufo ðŸ˜­ðŸ˜­,Openness
@LBCI_FansSs @LBC_Group Chu hl cadre l helo :)) ,Agreeableness
@elma_ayoub habbet esmik,Agreeableness
Saro marten bou3a maf2ouseee !! @Charbelonsky,neuroticism
Shaklo metel balotelli hayda hahaha,Openness
Chou ba3mil bi hayete(?),neuroticism
@Hammoud_91 lak eh hayda l hake l sah,Conscientiousness 
3al mada el arib mich aaref chou el jaweb.. ma badde erja3 eghlat bi ha2kon w ekhsarrkon,Conscientiousness 
@pamoffff bas 3anjad tawal ktir 7adis balad chata2na lal barnamj,neuroticism
Helo kteer kteer kteer ,Agreeableness
@makramaoun @nidaleissa lech hek 3am tehkoune tab ? :( :/,neuroticism
@najwakaram ana b7ebik.ktir ya amar,Agreeableness
@GhidaThiniFawaz mwal3eta ween ma ken Twitter insta w Yalla 😂👌,extraversion
Ktir helo l taes ,extraversion
@MhamadDankar @dankarz @Marwan_BFD @AdhamArslan no bas shakla ktr helwe hayde mnemshi feha ziad ,Agreeableness
@justaline1 @lama00lamlam ana li bya3emlouleh unfollow bkoun hekeh ma3oun w bhebboun w henneh kamen bas duno chou bi serloun byofosmo,neuroticism
@ElieFrangieh @samerjsaadeh @Renabouabdallah khayyy hayda lmatloub merci mannn wa akhirannn 3refet chou baddeh have a nice evening all,Agreeableness
@FadwaRifai 100%.. Ktir sayir fi falaten w kello 3l hayin w yalla shou ma ken !,neuroticism
@HaveYuGotItYet ohh shit :/ kherbene ktir ya3ne?,neuroticism
@AliJMansour @boudzj kenna ne3senin haypartna estez aliii be hel soura :p lol,extraversion
Helo chaklak!!!!!!! 😌 ,Agreeableness
Italian guys ktir bi bako. ,neuroticism
May 3ishuwa ktir madrid fans 2ino hine ze3lenin w maba3rf shu la2an fal di maria. bas utd fans elon ha2 la2an ronaldo is the worlds best,neuroticism
@ranamoussallem mercii ktir ena 7a testsdife l queen Lea Makhoul w Natrinkon 😉👍 #LeaMakhoulOnSawtElmada #LeaMakhoulOnSawtElmada,Agreeableness
@StephanyFeghaly ana ktir bheb el promo taba3na :p,Agreeableness
Hahahaah habbet,extraversion
“@najwakaram: Saba7 l anwar Chta2na Ktir Ya 7abeyib 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹” Nawartiiiii😍😍😍😍,Agreeableness
@Hussein_Edris @amouna_mostafa hahahhahah no law sama7et ana ba3ref sewe akel :p w pro wfek tes2al 3aylte :p,extraversion
@mariakhouryyy mmmm ktir taybin ma3ik 7a2,Agreeableness
Bheb ali ktir bye ,Agreeableness
@Roudyhanna @AndreaAndu25 hahahahaha tnaynetkoun chou mahdoumin:),Agreeableness
awlkon eza rehet ethchammas rah ehtere2 ktir? 3etlene ham,neuroticism
@tracyghanem eh hayda zolem .. J'ai rien fai le2an :/ :p,neuroticism
Sa23a aw ana bene shi ! ðŸ˜•,neuroticism
Wlak yo2borne allaaaaa #MBCTheVoice #فريق_عاصي #MBCTheVoice,extraversion
Ma tonbosto ktir halla2 metel l 3ade mnenhebil ekhir chi.,neuroticism
Smalllaaaa hayda l matloub hahaha ,extraversion
@Samirnassar95 chou fiya chi helo? Elle pleaseee gher eno bs bass awal noss d2i2q ?,neuroticism
@Pia_Gea ba3rif ana ktir awe.,extraversion
W howe ktir helo.  ,Agreeableness
@9GAG @MayssaERassy bit zakrik hal soura be hada?🌝😂,Openness
Chou ya helwinn,Agreeableness
ktiiir damma3et,neuroticism
